0.052
0.051
0.051
0.052
0.052
next
0.224
0.223
0.218
0.221
0.221
next
0.177
0.186
0.158
0.175
0.176
next
0.285
0.280
0.291
0.300
0.302
next
0.434
0.446
0.450
0.444
0.428
next
0.538
0.579
0.555
0.517
0.517
next
0.610
0.626
0.649
0.642
0.625
next
0.754
0.718
0.751
0.770
0.755
next
0.748
0.736
0.758
0.782
0.796
next
0.936
0.937
0.902
0.931
0.894
next
1.008
1.036
0.988
1.008
0.998
next
1.043
1.040
1.107
1.131
1.077
next
